make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,transmission_system
Toyota,Camry,2004,Gray,Local Used,361412,2400,LAGOS,Registered,Registered,Automatic
BMW,5 Series,2008,Blue,Local Used,105844,3500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,S-Class,2007,Blue,Local Used,4203,5500,N/A,Registered,Imported,Automatic
BMW,X3,2015,Brown,Local Used,135679,2000,LAGOS,Registered,Imported,Automatic
Ford,Focus,2012,Red,Local Used,260043,2000,Abuja,Registered,Registered,Automatic
Ford,E-250,2010,Gold,Local Used,280035,5400,Lagos,Registered,Registered,Automatic
Honda,Accord,2003,Silver,Local Used,285085,2400,N/A,Registered,Imported,Automatic
Lexus,RX 300,2000,Black,Foreign Used,168928,3000,N/A,Imported,Imported,Automatic
Honda,Odyssey,2016,Gray,Foreign Used,179524,3500,N/A,Imported,Imported,Automatic
Volkswagen,Jetta,2012,Red,Foreign Used,201268,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2008,Gray,Local Used,179334,2400,N/A,Registered,Registered,Automatic
Mazda,CX-9,2008,Brown,Local Used,227370,3700,LAGOS,Registered,Imported,Automatic
Toyota,Solara,2006,White,Local Used,191599,3300,N/A,Registered,Registered,Automatic
Honda,Pilot,2003,Silver,Foreign Used,399351,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2005,Silver,Local Used,63534,2400,N/A,Registered,Registered,Automatic
Nissan,Armada,2007,Blue,Local Used,107970,5600,N/A,Registered,Imported,Automatic
Honda,Crosstour,2010,Matt Black,Local Used,200404,3500,LAGOS,Registered,Registered,Automatic
Kia,Rio,2014,Gray,Local Used,100637,1200,LAGOS,Registered,Registered,Manual
Toyota,Corolla,2007,Black,Local Used,355356,1800,N/A,Registered,Imported,Automatic
Toyota,FJ Cruiser,2007,Black,Local Used,1,4000,ABUJA,Registered,Registered,Automatic
Mercedes-Benz,M Class,2008,Blue,Local Used,216939,3500,OGUN,Registered,Registered,Automatic
Toyota,Corolla,2010,Gray,Local Used,228516,1800,LAGOS,Registered,Registered,Automatic
Toyota,Land Cruiser Prado,2019,Black,Local Used,23001,3500,LAGOS,Registered,Brand new,Automatic
Mercedes-Benz,C350,2008,Black,Local Used,302126,3500,Abuja,Registered,Registered,Automatic
Acura,MDX,2004,Burgandy,Local Used,140789,3500,ABUJA,Registered,Registered,Automatic
Toyota,Camry,2006,Gray,Local Used,138211,3500,ABUJA,Registered,Registered,Automatic
Toyota,Sienna,2005,Blue,Local Used,472309,3300,Lagos,Registered,Imported,Automatic
Volkswagen,Passat,2006,Black,Local Used,118594,2000,Lagos,Registered,Imported,Automatic
Land Rover,Range Rover,2012,White,Foreign Used,310409,5000,N/A,Imported,Imported,Automatic
Lexus,RX 350,2018,White,Brand New,83027,3500,N/A,Brand new,Brand new,Automatic
Lexus,RX 350,2016,Black,Foreign Used,129305,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,92279,3500,ABUJA,Registered,Imported,Automatic
Toyota,Corolla,2004,Red,Local Used,482800,1800,FCT,Registered,Imported,Automatic
Toyota,Corolla,2015,Blue,Local Used,148873,1800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2008,Black,Local Used,124006,1800,N/A,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2013,White,Local Used,104943,4700,Lagos,Registered,Imported,Automatic
Hyundai,Sonata,2011,Burgandy,Local Used,178587,2000,LAGOS,Registered,Registered,Automatic
Honda,Pilot,2008,Green,Local Used,404538,3500,Lagos,Registered,Registered,Automatic
Subaru,Impreza,2008,Silver,Foreign Used,100839,2500,N/A,Imported,Imported,Automatic
Mercedes-Benz,C250,2014,Brown,Local Used,405938,1800,N/A,Registered,Registered,Automatic
Lexus,ES,2007,Black,Local Used,148445,3500,LAGOS,Registered,Imported,Automatic
Ford,Focus,2013,Black,Local Used,218595,2000,N/A,Registered,Registered,Automatic
Volkswagen,Passat,2012,White,Local Used,272638,2000,N/A,Registered,Registered,Automatic
Lexus,GX,2010,Red,Local Used,226138,4000,ABUJA,Registered,Imported,Automatic
Mercedes-Benz,C300,2008,Black,Local Used,299855,3000,N/A,Registered,Imported,Automatic
Chrysler,200,2012,Black,Foreign Used,244218,2400,N/A,Imported,Imported,Automatic
Dodge,Challenger,2008,Matt Black,Local Used,60219,3600,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2014,Black,Local Used,101564,2000,N/A,Registered,Registered,Automatic
Toyota,Corolla,2007,Gray,Local Used,299999,1800,N/A,Registered,Imported,Automatic
Toyota,Camry,2011,Black,Local Used,257267,2400,N/A,Registered,Registered,Automatic
Toyota,Avanza,2011,Silver,Local Used,159404,1500,LAGOS,Registered,Registered,Automatic
Toyota,Tundra,2008,Silver,Local Used,106820,5700,Lagos,Registered,Imported,Automatic
Mercedes-Benz,C250,2010,Blue,Local Used,284951,2500,Abuja,Registered,Imported,Automatic
Toyota,Camry,2008,Gray,Local Used,212627,2800,LAGOS,Registered,Registered,Automatic
Honda,Accord,2007,Gray,Local Used,N/A,3000,ANAMBRA,Registered,Imported,Automatic
Mercedes-Benz,M Class,2006,Silver,Local Used,172796,3500,N/A,Registered,Registered,Automatic
Peugeot,307,2005,Green,Foreign Used,201151,2000,N/A,Imported,Imported,Automatic
Toyota,Sienna,2005,Gray,Local Used,195179,3300,ABUJA,Registered,Imported,Automatic
Volvo,S80,2009,Gray,Local Used,163481,4400,N/A,Registered,Imported,Automatic
Lexus,GX,2014,Black,Local Used,141539,4600,Abuja,Registered,Registered,Automatic
Ford,Focus,2015,Black,Local Used,48957,1600,N/A,Registered,Registered,Manual
Toyota,Hilux,2009,White,Local Used,338059,2700,N/A,Registered,Registered,Manual
Toyota,Corolla,2013,Red,Foreign Used,134632,1800,N/A,Imported,Imported,Automatic
Toyota,Camry,2011,Blue,Foreign Used,334197,2500,N/A,Imported,Imported,Automatic
Toyota,Sienna,2007,Gold,Local Used,195249,3500,LAGOS,Registered,Registered,Automatic
Toyota,RAV4,2006,Silver,Local Used,80591,2400,Lagos,Registered,Imported,Automatic
Toyota,Mark X,2005,Silver,Local Used,178507,2500,N/A,Registered,Imported,Automatic
Toyota,RAV4,2007,Green,Foreign Used,94968,2400,N/A,Imported,Imported,Automatic
Honda,Civic,2001,Gray,Local Used,N/A,1700,N/A,Registered,Registered,Automatic
Hyundai,Sonata,2011,Black,Local Used,121995,2000,N/A,Registered,Imported,Automatic
Lexus,GS,2006,Off white,Local Used,479102,3000,N/A,Registered,Imported,Automatic
Honda,CR-V,1999,Gold,Local Used,124224,2000,LAGOS,Registered,Registered,Automatic
Nissan,Almera,2001,Red,Local Used,214545,1500,N/A,Registered,Imported,Manual
Toyota,Sienna,2000,Green,Local Used,450048,3000,N/A,Registered,Imported,Automatic
Mercedes-Benz,GL-Class,2008,Black,Local Used,187510,4600,N/A,Registered,Imported,Automatic
Honda,Pilot,2012,White,Local Used,39111,3500,LAGOS,Registered,Imported,Automatic
Volkswagen,Transporter,1995,White,Foreign Used,240130,1800,N/A,Imported,Imported,Manual
Toyota,Sienna,2008,Silver,Local Used,208138,3500,ENUGU,Registered,Imported,Automatic
Toyota,Camry,2016,Silver,Foreign Used,73376,2500,N/A,Imported,Imported,Automatic
Toyota,Highlander,2017,Black,Foreign Used,53245,3500,N/A,Imported,Imported,CVT
Ford,Explorer,2015,Ivory,Local Used,149689,3500,LAGOS,Registered,Imported,Automatic
Toyota,Highlander,2010,Black,Foreign Used,305761,3500,N/A,Imported,Imported,Automatic
Toyota,Tacoma,2017,Black,Foreign Used,143284,3500,N/A,Imported,Imported,Automatic
Ford,Explorer,2013,Black,Local Used,134465,3500,LAGOS,Registered,Imported,Automatic
Honda,CR-V,2012,Green,Local Used,110341,2300,LAGOS,Registered,Imported,Automatic
Kia,Sorento,2012,Silver,Local Used,420638,3500,N/A,Registered,Imported,Automatic
Honda,Accord Crosstour,2010,Green,Local Used,171464,3500,LAGOS,Registered,Registered,Automatic
Volkswagen,Passat,2000,Green,Foreign Used,246819,1800,N/A,Imported,Imported,Manual
Acura,MDX,2014,Gray,Foreign Used,116377,3700,N/A,Imported,Imported,Automatic
Toyota,Camry,2002,Gold,Local Used,274332,2400,LAGOS,Registered,Registered,Automatic
Toyota,Avensis,2012,Gray,Local Used,122111,N/A,Abuja,Registered,Registered,Automatic
Subaru,Legacy,2012,White,Foreign Used,125131,2500,N/A,Imported,Imported,Automatic
Toyota,Highlander,2006,Silver,Local Used,464893,3300,N/A,Registered,Imported,Automatic
Mercedes-Benz,C300,2013,Gray,Foreign Used,149564,3500,N/A,Imported,Imported,Automatic
Mitsubishi,L200,2020,White,Local Used,62393,3000,LAGOS,Registered,Brand new,Manual
Mercedes-Benz,GLK-Class,2012,Black,Local Used,78831,3500,Imo,Registered,Imported,Automatic
Hyundai,Ix35,2011,Silver,Local Used,168640,2000,LAGOS,Registered,Imported,Automatic
Toyota,Highlander,2012,White,Local Used,89532,3500,Lagos,Registered,Imported,Automatic
Toyota,Camry,2012,Silver,Foreign Used,211391,2500,N/A,Imported,Imported,Automatic
Nissan,Murano,2004,White,Local Used,109653,3500,N/A,Registered,Registered,CVT
Toyota,Venza,2012,Gray,Local Used,284288,2700,ABUJA,Registered,Registered,Automatic
Toyota,Land Cruiser,2013,Black,Local Used,81102,2700,ABUJA,Registered,Registered,Automatic
Lexus,GX,2015,Silver,Local Used,67660,4600,N/A,Registered,Imported,Automatic
Toyota,Highlander,2006,Silver,Local Used,189437,3500,LAGOS,Registered,Registered,Automatic
Mitsubishi,L200,2012,White,Foreign Used,224799,2800,N/A,Imported,Imported,Manual
Mitsubishi,L200,2012,White,Foreign Used,166348,2800,N/A,Imported,Imported,Manual
Toyota,Corolla,2004,Gray,Local Used,302512,1800,N/A,Registered,Imported,Automatic
Toyota,Corolla,2003,Black,Local Used,151497,1800,Imo,Registered,Registered,Automatic
Toyota,Corolla,2015,Black,Foreign Used,60748,1800,N/A,Imported,Imported,Automatic
Toyota,Venza,2011,Gray,Foreign Used,84584,3500,N/A,Imported,Imported,Automatic
Toyota,4-Runner,2004,Gold,Local Used,111929,3500,LAGOS,Registered,Imported,Automatic
Toyota,Sienna,2005,Gray,Local Used,367393,3300,N/A,Registered,Registered,Automatic
Honda,Odyssey,2001,White,Local Used,181269,3500,N/A,Registered,Imported,Automatic
Honda,Accord,2006,Blue,Local Used,252386,2400,N/A,Registered,Imported,Automatic
Toyota,Corolla,2004,Gray,Local Used,169972,1600,ABUJA,Registered,Registered,Automatic
Toyota,Matrix,2006,Blue,Local Used,274728,1400,N/A,Registered,Imported,Automatic
Lexus,RX 350,2013,White,Foreign Used,288604,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2002,Blue,Local Used,436086,2400,N/A,Registered,Imported,Automatic
Mercedes-Benz,E350,2002,Silver,Local Used,346591,2600,EDO,Registered,Registered,Automatic
Toyota,Camry,2011,Gray,Local Used,254230,2500,Lagos State,Registered,Imported,Automatic
Hyundai,Sonata,2014,White,Foreign Used,221293,2000,N/A,Imported,Imported,Automatic
Peugeot,406,2000,Green,Local Used,235894,2000,Niger,Registered,Registered,Manual
Mitsubishi,L200,2019,White,Local Used,94116,2000,LAGOS,Registered,Registered,Manual
Toyota,Highlander,2005,Green,Local Used,52384,3300,Rivers,Registered,Registered,Automatic
Toyota,RAV4,2010,White,Local Used,157663,2500,Lagos,Registered,Registered,Automatic
Toyota,RAV4,2019,Blue,Foreign Used,67112,2500,N/A,Imported,Imported,Automatic
Chevrolet,Cruze,2017,Black,Local Used,40218,1800,LAGOS,Registered,Brand new,AMT
Toyota,Corolla,2006,Silver,Local Used,398335,1800,N/A,Registered,Imported,Automatic
Toyota,Corolla,2003,Gold,Local Used,167126,1800,LAGOS,Registered,Registered,Automatic
Honda,Accord,2004,Black,Local Used,29120,3500,Abuja,Registered,Registered,Automatic
Mazda,CX-9,2009,Black,Local Used,241634,3700,Abuja,Registered,Imported,Automatic
Honda,Accord,2013,Red,Local Used,149209,2400,Abuja,Registered,Imported,Automatic
Lexus,RX 350,2008,Silver,Local Used,186359,3500,N/A,Registered,Imported,Automatic
Acura,MDX,2011,Gray,Foreign Used,344105,3700,N/A,Imported,Imported,Automatic
Kia,Rio,2009,Blue,Local Used,163870,1400,ABUJA,Registered,Registered,Manual
BMW,X6,2022,Black,Foreign Used,32016,3000,N/A,Imported,Imported,Automatic
Mercedes-Benz,E350,2006,Black,Local Used,303000,3500,KADUNA,Registered,Registered,Automatic
Acura,MDX,2006,Black,Local Used,246948,3500,N/A,Registered,Registered,Automatic
Dodge,Charger,2010,Black,Local Used,70282,2700,Lagos,Registered,Registered,Automatic
Toyota,Avalon,2015,Black,Foreign Used,149915,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,S-Class,2012,Black,Local Used,55066,5500,LAGOS,Registered,Imported,Automatic
Toyota,Highlander,2014,White,Foreign Used,63544,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2000,Gray,Local Used,336981,3000,ABUJA,Registered,Imported,Automatic
Nissan,Pathfinder,2013,Gray,Foreign Used,97509,3500,N/A,Imported,Imported,Automatic
Toyota,Corolla,2003,Red,Local Used,268494,1800,Lagos,Registered,Imported,Automatic
Toyota,Avensis,2006,Gray,Local Used,123965,2000,N/A,Registered,Brand new,Automatic
Hyundai,Tucson,2016,Silver,Local Used,280124,1600,N/A,Registered,Imported,Automatic
Ford,F-150,2005,Red,Local Used,152687,5400,Abuja,Registered,Imported,Automatic
Peugeot,406,2002,Silver,Foreign Used,1,2000,N/A,Imported,Imported,Automatic
Ford,Focus,2014,Black,Local Used,N/A,1600,LAGOS,Registered,Imported,Manual
BMW,5 Series,2013,Black,Foreign Used,156439,3000,N/A,Imported,Imported,Automatic
Mercedes-Benz,E350,2006,Black,Local Used,437151,3500,ABUJA,Registered,Registered,Automatic
Toyota,Sequoia,2004,Silver,Local Used,300856,4700,LAGOS,Registered,Imported,Automatic
BMW,X1,2014,White,Local Used,16840,2000,LAGOS,Registered,Brand new,Automatic
Toyota,Camry,2007,Gray,Local Used,330652,2800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2008,Black,Local Used,103780,1800,N/A,Registered,Brand new,Manual
Toyota,Camry,2007,Black,Local Used,97364,2400,N/A,Registered,Registered,Automatic
Dodge,Dart,2013,Gray,Foreign Used,147705,1400,N/A,Imported,Imported,Automatic
Nissan,Altima,2007,Black,Local Used,210062,2400,LAGOS,Registered,Registered,Automatic
Ford,Edge,2007,Off white,Local Used,357712,3500,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2007,Blue,Local Used,174098,2400,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2004,Blue,Local Used,431099,3300,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2007,Red,Local Used,280960,1800,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2018,Black,Foreign Used,65725,2400,N/A,Imported,Imported,Automatic
Lexus,RX 350,2008,Black,Local Used,158648,3500,N/A,Registered,Registered,Automatic
Ford,Edge,2010,Black,Local Used,194671,3500,LAGOS,Registered,Registered,Automatic
Toyota,Highlander,2007,Silver,Local Used,447443,3500,LAGOS,Registered,Registered,Automatic
Toyota,Sequoia,2002,Green,Local Used,116400,4700,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2011,Red,Local Used,171864,2000,LAGOS,Registered,Imported,Automatic
BMW,X5,2009,Gray,Local Used,180661,3000,N/A,Registered,Imported,Automatic
Honda,Accord,2007,Black,Local Used,94568,2300,N/A,Registered,Registered,Automatic
Toyota,Camry,2017,Black,Foreign Used,135813,2500,N/A,Imported,Imported,Automatic
Kia,Soul,2010,Black,Local Used,195206,1600,N/A,Registered,Imported,Manual
Toyota,Matrix,2003,White,Local Used,154681,1800,Abuja,Registered,Registered,Automatic
Honda,Accord,2009,Silver,Local Used,272408,2400,ABUJA,Registered,Registered,Automatic
Hyundai,Tucson,2012,Black,Local Used,104013,2000,LAGOS,Registered,Brand new,Automatic
Honda,Accord,2019,Silver,Foreign Used,46535,2000,N/A,Imported,Imported,Automatic
Toyota,Highlander,2003,Red,Local Used,220996,3000,N/A,Registered,Registered,Automatic
Lexus,RX 330,2006,Gold,Local Used,231104,3300,Lagos,Registered,Imported,Automatic
Toyota,4-Runner,2004,Gold,Local Used,219224,4700,N/A,Registered,Registered,Automatic
Toyota,Venza,2009,Gray,Local Used,321276,2700,Lagos,Registered,Imported,Automatic
IVM,G40,2020,Black,Local Used,12537,2290,N/A,Registered,Brand new,Automatic
Pontiac,G6,2008,Red,Local Used,252381,2400,Abuja,Registered,Registered,Automatic
Toyota,Venza,2009,Brown,Local Used,158598,3500,Lagos,Registered,Imported,Automatic
Hyundai,Sonata,2012,Black,Local Used,92580,2000,Lagos,Registered,Imported,CVT
Lexus,RX 350,2011,Blue,Foreign Used,131457,3500,N/A,Imported,Imported,Automatic
Acura,MDX,2010,Silver,Local Used,276077,3500,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2007,Silver,Local Used,199740,3500,N/A,Registered,Registered,Automatic
Toyota,Camry,2018,White,Foreign Used,27260,2400,N/A,Imported,Imported,Automatic
Jeep,Liberty,2012,Gray,Local Used,184512,3700,LAGOS,Registered,Registered,Automatic
Ford,F-150,2010,Black,Local Used,201461,5400,LAGOS,Registered,Imported,Automatic
Mazda,CX-9,2008,Blue,Local Used,391246,3700,LAGOS,Registered,Imported,Automatic
Audi,A4,1996,Gray,Local Used,N/A,3000,N/A,Registered,Registered,Automatic
Peugeot,406,2005,Black,Local Used,112129,2000,Taraba,Registered,Registered,Manual
Toyota,4-Runner,2003,Silver,Local Used,226289,4000,N/A,Registered,Registered,Automatic
Ford,Edge,2013,Black,Local Used,281457,3500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,E350,2006,Gray,Local Used,242149,3500,Abuja,Registered,Imported,Automatic
Jeep,Wrangler,2014,Black,Foreign Used,357934,3600,N/A,Imported,Imported,Automatic
Toyota,Land Cruiser Prado,2009,Gray,Local Used,307472,3500,ABUJA,Registered,Registered,Automatic
Geely,Coolray,2021,Gray,Local Used,27164,2400,Lagos,Registered,Registered,Automatic
Ford,Focus,2007,Blue,Local Used,24463,1600,ABUJA,Registered,Imported,Manual
Ford,Explorer,2017,Gold,Local Used,28195,3500,N/A,Registered,Registered,Automatic
Nissan,Almera,2001,Silver,Foreign Used,30696,1500,N/A,Imported,Imported,Manual
Mercedes-Benz,GL-Class,2013,White,Local Used,88611,4600,N/A,Registered,Imported,Automatic
Dodge,Caravan,2006,White,Foreign Used,383814,3300,N/A,Imported,Imported,Automatic
Mercedes-Benz,C300,2008,Blue,Local Used,184033,3000,LAGOS,Registered,Registered,Automatic
Lexus,LX,2013,Black,Local Used,94894,5700,N/A,Registered,Imported,Automatic
Mercedes-Benz,GLK-Class,2011,Black,Local Used,180376,3500,ABUJA,Registered,Imported,Automatic
Nissan,Altima,2014,Gray,Local Used,88659,2500,N/A,Registered,Brand new,Automatic
Toyota,Solara,2001,Black,Local Used,176666,3000,AKWA IBOM,Registered,Imported,Automatic
Toyota,Corolla,2008,Blue,Local Used,244256,1800,Lagos,Registered,Imported,Automatic
Infiniti,QX60,2015,Black,Local Used,134969,3500,LAGOS,Registered,Registered,CVT
Ford,Escape,2013,Silver,Local Used,210638,2000,LAGOS,Registered,Imported,Automatic
Toyota,Camry,2010,Red,Local Used,112158,3500,LAGOS,Registered,Imported,Automatic
Mini,Cooper,2014,Green,Foreign Used,88655,1600,N/A,Imported,Imported,Automatic
Toyota,Hilux,2005,Black,Local Used,N/A,2700,LAGOS,Registered,Registered,Manual
Kia,Picanto,2013,Brown,Local Used,151349,1100,Abuja,Registered,Registered,Automatic
Kia,Sedona,2004,Blue,Local Used,168323,3500,Lagos,Registered,Registered,Automatic
Toyota,Sienna,1998,Gold,Local Used,209801,3500,LAGOS,Registered,Registered,Automatic
Infiniti,QX56,2008,Black,Local Used,241621,5600,FCT,Registered,Imported,Automatic
Honda,Accord,2010,Black,Local Used,136003,2400,LAGOS,Registered,Registered,Automatic
Toyota,Fortuner,2017,Black,Local Used,61708,3500,LAGOS,Registered,Registered,Automatic
Honda,Accord,2013,Green,Local Used,180614,3500,LAGOS,Registered,Imported,Automatic
Toyota,Avalon,2008,Black,Local Used,201526,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,GLA 250,2015,Black,Local Used,168996,2000,ABUJA,Registered,Registered,Automatic
Toyota,Camry,2003,Gold,Local Used,184462,2400,Lagos,Registered,Registered,Automatic
Lexus,RX,2008,Gold,Local Used,120651,3800,LAGOS,Registered,Registered,Automatic
Toyota,Corolla,2007,Black,Local Used,224599,1800,N/A,Registered,Registered,Automatic
Nissan,Murano,2012,Silver,Foreign Used,142781,3500,N/A,Imported,Imported,Automatic
BMW,530i,2017,Blue,Local Used,84580,2000,Abuja,Registered,Registered,Automatic
Mercedes-Benz,M Class,2012,White,Local Used,4290,3500,Abuja,Registered,Imported,Automatic
Lexus,ES,2008,Blue,Local Used,173085,3500,DELTA,Registered,Imported,Automatic
Toyota,Sienna,2009,Silver,Local Used,126389,3500,LAGOS,Registered,Imported,Automatic
Toyota,Camry,2014,Black,Local Used,62595,2500,LAGOS,Registered,Registered,Automatic
Honda,Accord,2000,Blue,Local Used,N/A,1500,Lagos,Registered,Registered,Automatic
Toyota,RAV4,2014,Black,Local Used,145954,2500,Kaduna,Registered,Imported,Automatic
Kia,Rio,2007,Blue,Local Used,253743,1400,Lagos,Registered,Registered,Automatic
Mitsubishi,Pajero,2015,Black,Local Used,180860,3500,OGUN,Registered,Registered,Automatic
Honda,Accord,2004,Gray,Foreign Used,172589,2400,N/A,Imported,Imported,Automatic
Dodge,RAM,2011,Red,Local Used,259049,5700,ABUJA,Registered,Imported,Automatic
Toyota,Land Cruiser,2016,Gray,Foreign Used,230188,5700,N/A,Imported,Imported,Automatic
Lexus,LX,2011,Silver,Local Used,43813,5700,N/A,Registered,Registered,Automatic
Honda,Odyssey,2012,Silver,Local Used,217325,3500,N/A,Registered,Imported,Automatic
Honda,Accord,2008,Gray,Local Used,708704,2400,N/A,Registered,Imported,Automatic
Lexus,RX 300,1999,Blue,Local Used,335026,3000,N/A,Registered,Registered,Automatic
Honda,Accord,2015,White,Foreign Used,100227,2400,N/A,Imported,Imported,Automatic
Mercedes-Benz,E400,2014,Blue,Local Used,23065,3000,N/A,Registered,Imported,Automatic
Lexus,RX 350,2013,Black,Foreign Used,182271,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,G-Class,2020,Black,Local Used,11502,4000,N/A,Registered,Imported,Automatic
Honda,Accord,2005,Black,Local Used,188814,2400,Abuja,Registered,Registered,Automatic
Toyota,Avalon,2006,Black,Local Used,330112,3500,LAGOS,Registered,Imported,Automatic
Toyota,Hilux,2013,White,Local Used,134173,2700,N/A,Registered,Imported,Manual
Ford,F-150,2010,Silver,Local Used,287373,4600,N/A,Registered,Registered,Automatic
Mercedes-Benz,C-Class,2007,Silver,Local Used,125651,2500,N/A,Registered,Registered,Automatic
Mercedes-Benz,C300,2014,Brown,Local Used,87775,3500,LAGOS,Registered,Registered,Automatic
Ford,Edge,2007,Gray,Local Used,164938,3500,Lagos,Registered,Imported,Automatic
Mercedes-Benz,C230,2007,Silver,Local Used,309181,3000,Kano State,Registered,Imported,Automatic
Honda,CR-V,2004,Silver,Local Used,260521,2000,N/A,Registered,Registered,Manual
Hyundai,Sonata,2011,Silver,Local Used,108935,2400,Abuja,Registered,Registered,Automatic
Ford,Edge,2010,Gray,Local Used,125341,3500,N/A,Registered,Imported,Automatic
Toyota,RAV4,2019,Blue,Foreign Used,66808,N/A,N/A,Imported,Imported,Automatic
Lexus,IS,2011,Black,Local Used,119687,2500,LAGOS,Registered,Registered,Automatic
Acura,TSX,2006,Burgandy,Local Used,171476,N/A,Lagos,Registered,Registered,Automatic
Toyota,Camry,2012,Blue,Local Used,230018,2400,N/A,Registered,Registered,Automatic
Honda,Odyssey,2006,Gold,Local Used,160582,3500,N/A,Registered,Registered,Automatic
Toyota,Avalon,2006,Black,Local Used,77728,3500,N/A,Registered,Registered,Automatic
Lexus,RX 350,2017,Black,Local Used,118096,3500,Abuja,Registered,Imported,Automatic
Acura,MDX,2008,Red,Local Used,255000,3700,ENUGU,Registered,Imported,Automatic
Toyota,Camry,2003,Gold,Local Used,137430,2400,Ogun,Registered,Registered,Automatic
Toyota,Corolla,2014,Blue,Local Used,70538,1800,N/A,Registered,Imported,Automatic
Toyota,Camry,2012,White,Local Used,105680,2500,N/A,Registered,Imported,Automatic
Chrysler,300C,2009,Silver,Foreign Used,252552,3500,N/A,Imported,Imported,Automatic
Honda,Accord,2010,White,Local Used,96959,3500,N/A,Registered,Registered,Automatic
BMW,228i,2016,White,Local Used,42633,2000,AKWA IBOM,Registered,Imported,Automatic
Toyota,Yaris,2006,Silver,Foreign Used,28438,1000,N/A,Imported,Imported,Automatic
Honda,Civic,2007,Blue,Local Used,202263,1800,Abuja,Registered,Registered,Automatic
Hyundai,Accent,2012,Gray,Local Used,72426,1600,IMO,Registered,Registered,Automatic
Toyota,Avensis,2003,Black,Local Used,109068,2400,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2004,Brown,Local Used,406326,2400,Lagos,Registered,Imported,Automatic
Toyota,Sequoia,2004,Silver,Local Used,198571,4700,LAGOS,Registered,Registered,Automatic
Honda,Accord,2009,Black,Local Used,161127,2400,LAGOS,Registered,Registered,Automatic
Honda,Accord,2008,Black,Local Used,232663,2400,LAGOS,Registered,Registered,Automatic
Nissan,Teana,2011,Silver,Local Used,213134,2000,N/A,Registered,Imported,CVT
Mitsubishi,Jeep,2008,Black,Local Used,212664,3000,N/A,Registered,Imported,Automatic
Toyota,Corolla,2003,Blue,Local Used,162111,1800,ABUJA,Registered,Imported,Automatic
Toyota,Corolla,2013,Gray,Local Used,200287,1800,LAGOS,Registered,Imported,Automatic
Toyota,Corolla,2011,Red,Local Used,145639,1800,ABUJA,Registered,Imported,Automatic
Toyota,Highlander,2009,White,Local Used,108804,3500,N/A,Registered,Registered,Automatic
Hyundai,Sonata,2011,Blue,Foreign Used,271930,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2012,Black,Local Used,135192,3500,N/A,Registered,Imported,Automatic
Toyota,Sienna,2013,Silver,Foreign Used,39139,3500,N/A,Imported,Imported,Automatic
Toyota,Camry,2015,Black,Foreign Used,2606672,2500,N/A,Imported,Imported,Automatic
Ford,Fusion,2013,Silver,Foreign Used,251465,1600,N/A,Imported,Imported,Automatic
Toyota,Corolla Altis,2008,Black,Local Used,513149,1800,EUNGU,Registered,Registered,Automatic
Mercedes-Benz,C300,2017,White,Local Used,88782,2000,N/A,Registered,Imported,Automatic
Toyota,Corolla,2002,Beige,Local Used,312833,1800,N/A,Registered,Imported,Automatic
Honda,Ridgeline,2007,Gray,Local Used,152341,3500,Lagos State,Registered,Imported,Automatic
Toyota,Camry,2005,Gray,Local Used,152314,2500,Lagos State,Registered,Registered,Automatic
Toyota,Highlander,2006,Silver,Local Used,105233,3300,N/A,Registered,Registered,Automatic
Nissan,Armada,2004,Brown,Local Used,192731,5600,EDO,Registered,Imported,Automatic
Audi,Q7,2011,Black,Local Used,133432,3000,LAGOS,Registered,Imported,Automatic
Mitsubishi,Endeavor,2007,White,Local Used,151736,3000,LAGOS,Registered,Registered,Automatic
Honda,Accord,2000,Silver,Local Used,430812,2000,N/A,Registered,Registered,Automatic
Toyota,Sienna,2002,Blue,Local Used,400368,N/A,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2016,Black,Foreign Used,118542,3500,N/A,Imported,Imported,Automatic
Toyota,Tundra,2013,Black,Foreign Used,142767,5700,N/A,Imported,Imported,Automatic
